Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2022-12-23 07:52:52,2022,12,Friday,7,IL,Alsip,Blowing Snow / Windy,-7.0,68.0,3.0,22.0,0.0,Day,0.111
2,2022-12-23 08:04:23,2022,12,Friday,8,OH,Botkins,Light Snow / Windy,-7.0,75.0,,38.0,0.0,Day,0.23
2,2022-12-23 08:04:51,2022,12,Friday,8,FL,Miami,Light Rain,73.0,100.0,4.0,7.0,0.0,Day,0.008
2,2022-12-23 08:07:00,2022,12,Friday,8,MI,Troy,Light Snow / Windy,10.0,83.0,1.0,30.0,0.0,Day,0.303
2,2022-12-23 08:36:59,2022,12,Friday,8,MN,Inver Grove Heights,Haze,-9.0,67.0,4.0,15.0,0.0,Day,1.214
2,2022-12-23 09:02:49,2022,12,Friday,9,OR,Salem,Wintry Mix,27.0,92.0,2.0,0.0,0.0,Day,1.315
2,2022-12-23 09:29:23,2022,12,Friday,9,OH,Canton,Heavy Snow / Windy,-3.0,72.0,0.12,28.0,0.0,Day,0.149
2,2022-12-23 09:38:56,2022,12,Friday,9,TN,Nashville,Mostly Cloudy,1.0,60.0,8.0,16.0,0.0,Day,0.066
2,2022-12-23 09:48:12,2022,12,Friday,9,MT,Polson,Light Snow,-7.0,75.0,1.0,5.0,0.01,Day,0.6779999999999999
2,2022-12-23 10:10:00,2022,12,Friday,10,IL,Worden,Mostly Cloudy / Windy,-2.0,60.0,10.0,23.0,0.0,Day,0.64
2,2022-12-23 10:16:29,2022,12,Friday,10,CO,Rifle,Fair,22.0,53.0,10.0,3.0,0.0,Day,0.166
2,2022-12-23 10:27:00,2022,12,Friday,10,FL,Orlando,Mostly Cloudy,71.0,70.0,10.0,20.0,0.0,Day,0.043
2,2022-12-23 10:38:00,2022,12,Friday,10,PA,Huntingdon Valley,Light Rain,45.0,81.0,1.0,,0.04,Day,0.035
2,2022-12-23 10:43:00,2022,12,Friday,10,MN,Newport,Haze / Windy,-5.0,63.0,1.0,23.0,0.0,Day,6.36
2,2022-12-23 10:45:00,2022,12,Friday,10,WI,Oshkosh,N/A Precipitation,-8.0,65.0,6.0,15.0,0.0,Day,1.305
2,2022-12-23 10:54:23,2022,12,Friday,10,OH,Sidney,,,,,,,Day,0.879
2,2022-12-23 11:11:00,2022,12,Friday,11,AR,Marion,Mostly Cloudy,8.0,61.0,10.0,12.0,0.0,Day,0.482
2,2022-12-23 11:11:55,2022,12,Friday,11,FL,Miami,Fair,74.0,76.0,10.0,16.0,0.0,Day,0.244
2,2022-12-23 11:12:30,2022,12,Friday,11,PA,Beaver Falls,Haze / Windy,1.0,63.0,1.0,22.0,,Day,3.51
2,2022-12-23 11:15:33,2022,12,Friday,11,VA,Richmond,Light Rain / Windy,37.0,36.0,10.0,31.0,0.0,Day,0.846
2,2022-12-23 11:24:23,2022,12,Friday,11,OH,New Paris,Haze / Windy,-6.0,71.0,1.0,30.0,0.0,Day,1.3730000000000002
2,2022-12-23 11:25:54,2022,12,Friday,11,MN,Burnsville,Blowing Snow / Windy,-4.0,62.0,3.0,26.0,0.0,Day,0.118
2,2022-12-23 11:30:53,2022,12,Friday,11,MN,Chanhassen,Haze / Windy,-4.0,59.0,2.0,21.0,0.0,Day,0.014
2,2022-12-23 12:12:00,2022,12,Friday,12,FL,Sarasota,Light Rain,65.0,87.0,7.0,15.0,0.01,Day,1.162
2,2022-12-23 12:14:02,2022,12,Friday,12,NJ,Iselin,Rain,47.0,87.0,10.0,8.0,0.0,Day,0.07
2,2022-12-23 12:29:30,2022,12,Friday,12,CA,San Diego,Fair,70.0,32.0,10.0,8.0,0.0,Day,1.334
2,2022-12-23 12:43:07,2022,12,Friday,12,MN,Cottage Grove,Haze,-3.0,65.0,4.0,16.0,0.0,Day,1.036
2,2022-12-23 13:01:00,2022,12,Friday,13,PA,Bensalem,Light Snow / Windy,30.0,88.0,0.75,30.0,0.0,Day,0.091
2,2022-12-23 13:09:11,2022,12,Friday,13,FL,Hollywood,Partly Cloudy,81.0,67.0,10.0,14.0,0.0,Day,0.496
2,2022-12-23 13:14:12,2022,12,Friday,13,OR,Huntington,Cloudy,20.0,78.0,9.0,7.0,0.0,Day,1.234
2,2022-12-23 13:16:30,2022,12,Friday,13,IA,Latimer,Fog / Windy,-6.0,100.0,0.0,33.0,0.0,Day,1.296
2,2022-12-23 13:31:30,2022,12,Friday,13,FL,Miami,Fair,80.0,64.0,10.0,13.0,0.0,Day,0.042
2,2022-12-23 13:40:30,2022,12,Friday,13,MD,Annapolis,Fair,26.0,44.0,10.0,18.0,0.0,Day,1.225
2,2022-12-23 13:49:17,2022,12,Friday,13,FL,Miami,Fair,80.0,64.0,10.0,14.0,0.0,Day,0.4920000000000001
2,2022-12-23 13:49:32,2022,12,Friday,13,CT,Greenwich,Light Rain,40.0,89.0,2.0,13.0,0.08,Day,7.2810000000000015
2,2022-12-23 13:51:30,2022,12,Friday,13,OH,Fremont,Snow / Windy,0.0,69.0,0.5,33.0,0.0,Day,4.1530000000000005
2,2022-12-23 13:51:40,2022,12,Friday,13,VA,Gainesville,Mostly Cloudy / Windy,24.0,44.0,10.0,23.0,0.0,Day,0.6990000000000001
2,2022-12-23 14:01:06,2022,12,Friday,14,CA,Hesperia,Fair,61.0,27.0,10.0,9.0,0.0,Day,2.732
2,2022-12-23 14:05:02,2022,12,Friday,14,CA,Westminster,Haze,65.0,69.0,6.0,7.0,0.0,Day,5.604
2,2022-12-23 14:16:05,2022,12,Friday,14,CA,Norwalk,Partly Cloudy,70.0,39.0,7.0,0.0,0.0,Day,0.266
2,2022-12-23 14:33:00,2022,12,Friday,14,CA,Sebastopol,Haze,56.0,75.0,6.0,0.0,0.0,Day,0.281
2,2022-12-23 14:37:00,2022,12,Friday,14,MI,Clio,Light Snow / Windy,8.0,70.0,1.0,30.0,0.0,Day,0.718
2,2022-12-23 14:42:00,2022,12,Friday,14,CA,Oakhurst,Haze,48.0,77.0,4.0,3.0,0.0,Day,0.429
2,2022-12-23 14:42:03,2022,12,Friday,14,FL,Miami,Mostly Cloudy,82.0,58.0,10.0,10.0,0.0,Day,0.219
2,2022-12-23 15:04:00,2022,12,Friday,15,IN,Marion,Light Snow / Windy,,,0.25,37.0,0.0,Day,1.032
2,2022-12-23 15:05:23,2022,12,Friday,15,GA,Atlanta,Fair / Windy,19.0,43.0,10.0,21.0,0.0,Day,1.66
2,2022-12-23 15:12:00,2022,12,Friday,15,CA,Newhall,Fair,72.0,37.0,10.0,6.0,0.0,Day,1.144
2,2022-12-23 15:12:00,2022,12,Friday,15,FL,East Palatka,Fair,55.0,34.0,10.0,15.0,0.0,Day,0.008
2,2022-12-23 15:13:00,2022,12,Friday,15,WA,Bow,Cloudy,39.0,100.0,10.0,9.0,0.0,Day,0.259
4,2022-12-23 15:14:23,2022,12,Friday,15,OH,Wilmington,Snow / Windy,-2.0,66.0,0.5,26.0,0.0,Day,1.6269999999999998
2,2022-12-23 15:36:00,2022,12,Friday,15,CA,Rancho Cordova,Haze,54.0,72.0,6.0,6.0,0.0,Day,0.042
2,2022-12-23 15:43:00,2022,12,Friday,15,CA,Auburn,Fair,54.0,67.0,5.0,0.0,0.0,Day,0.125
2,2022-12-23 15:44:00,2022,12,Friday,15,CA,Grass Valley,Fair,54.0,67.0,10.0,6.0,0.0,Day,0.037
2,2022-12-23 15:46:01,2022,12,Friday,15,FL,Miami,Mostly Cloudy,80.0,62.0,10.0,8.0,0.0,Day,0.495
2,2022-12-23 16:23:08,2022,12,Friday,16,MN,Shakopee,Haze,-3.0,65.0,3.0,12.0,0.0,Day,0.033
2,2022-12-23 16:29:30,2022,12,Friday,16,IN,La Porte,Haze / Windy,-3.0,82.0,1.0,22.0,0.0,Night,43.283
2,2022-12-23 16:36:00,2022,12,Friday,16,MN,Benson,Snow / Windy,-8.0,84.0,0.25,32.0,0.0,Day,2.784
2,2022-12-23 16:46:30,2022,12,Friday,16,IN,La Porte,Light Snow / Windy,-3.0,87.0,1.0,29.0,0.0,Night,41.907
2,2022-12-23 16:49:00,2022,12,Friday,16,IL,Peotone,Light Snow / Windy,-2.0,71.0,2.0,35.0,0.0,Night,0.94
2,2022-12-23 17:02:00,2022,12,Friday,17,FL,Ocala,Fair,51.0,41.0,10.0,12.0,0.0,Day,0.047
2,2022-12-23 17:10:17,2022,12,Friday,17,NJ,Bayonne,Mostly Cloudy / Windy,22.0,51.0,10.0,24.0,0.0,Night,0.193
2,2022-12-23 17:15:00,2022,12,Friday,17,CA,Rancho Cucamonga,Fair,63.0,46.0,7.0,3.0,0.0,Night,1.154
2,2022-12-23 17:17:00,2022,12,Friday,17,FL,Fort Lauderdale,Cloudy,78.0,71.0,10.0,13.0,0.0,Day,0.363
2,2022-12-23 17:42:00,2022,12,Friday,17,FL,Miami,Fair,72.0,84.0,10.0,6.0,0.0,Night,0.075
2,2022-12-23 17:57:36,2022,12,Friday,17,NY,Buffalo,Heavy Snow / Windy,7.0,87.0,0.0,29.0,0.04,Night,0.735
2,2022-12-23 18:11:00,2022,12,Friday,18,OH,Plain City,Mostly Cloudy / Windy,-4.0,73.0,3.0,24.0,0.0,Night,11.604
2,2022-12-23 18:12:00,2022,12,Friday,18,CA,Sylmar,Fair,63.0,42.0,5.0,0.0,,Night,0.084
2,2022-12-23 18:58:00,2022,12,Friday,18,GA,Thomaston,Fair,27.0,26.0,10.0,17.0,0.0,Night,0.047
2,2022-12-23 19:16:00,2022,12,Friday,19,MI,Madison Heights,Light Snow,3.0,80.0,2.0,17.0,0.0,Night,0.018
2,2022-12-23 19:29:00,2022,12,Friday,19,OH,Bellevue,N/A Precipitation,0.0,66.0,3.0,35.0,0.0,Night,2.47
2,2022-12-23 20:36:36,2022,12,Friday,20,MD,Oxon Hill,Partly Cloudy,15.0,39.0,10.0,17.0,0.0,Night,0.06
2,2022-12-23 21:03:00,2022,12,Friday,21,CA,Los Alamitos,Fair,51.0,96.0,5.0,0.0,0.0,Night,0.545
2,2022-12-23 21:04:00,2022,12,Friday,21,TX,Austin,Fair,25.0,36.0,10.0,9.0,0.0,Night,0.014
2,2022-12-23 21:23:36,2022,12,Friday,21,SC,Piedmont,Fair,14.0,45.0,10.0,10.0,0.0,Night,0.016
2,2022-12-23 21:26:00,2022,12,Friday,21,CA,Oxnard,Fair,48.0,100.0,10.0,5.0,0.0,Night,0.124
2,2022-12-23 21:37:00,2022,12,Friday,21,FL,Fort Lauderdale,Fair,63.0,75.0,10.0,15.0,0.0,Night,1.2
2,2022-12-23 21:59:00,2022,12,Friday,21,OH,Maumee,Blowing Snow / Windy,0.0,69.0,5.0,30.0,0.0,Night,2.93
2,2022-12-23 22:20:12,2022,12,Friday,22,IA,Brooklyn,Fog / Windy,1.0,81.0,1.0,29.0,0.0,Night,0.24
2,2022-12-23 22:37:00,2022,12,Friday,22,FL,Pensacola,Fair,26.0,44.0,10.0,18.0,0.0,Night,0.128
2,2022-12-23 22:50:00,2022,12,Friday,22,MN,Minneapolis,Fair,-3.0,65.0,7.0,18.0,0.0,Night,1.129
2,2022-12-23 23:09:35,2022,12,Friday,23,VA,Falls Church,Fair,14.0,41.0,10.0,8.0,0.0,Night,0.064
2,2022-12-23 23:23:14,2022,12,Friday,23,MN,Minneapolis,Haze,-4.0,72.0,6.0,16.0,0.0,Night,1.524
2,2022-12-23 23:36:35,2022,12,Friday,23,VA,Vienna,Fair,10.0,51.0,10.0,7.0,0.0,Night,0.02
2,2022-12-24 00:10:53,2022,12,Saturday,0,TX,Houston,Fair,26.0,37.0,10.0,14.0,0.0,Night,0.024
2,2022-12-24 00:19:00,2022,12,Saturday,0,OH,Castalia,Cloudy / Windy,2.0,60.0,10.0,28.0,0.0,Night,0.7759999999999999
2,2022-12-24 00:34:00,2022,12,Saturday,0,CA,Riverside,Fair,49.0,74.0,8.0,3.0,0.0,Night,1.126
2,2022-12-24 01:34:00,2022,12,Saturday,1,AZ,Phoenix,Fair,49.0,59.0,10.0,5.0,0.0,Night,0.182
2,2022-12-24 02:04:00,2022,12,Saturday,2,MI,Farmington,Cloudy / Windy,4.0,73.0,10.0,21.0,0.0,Night,0.932
2,2022-12-24 02:21:41,2022,12,Saturday,2,PA,King of Prussia,Mostly Cloudy,6.0,56.0,10.0,14.0,0.0,Night,0.155
2,2022-12-24 02:34:00,2022,12,Saturday,2,CA,Compton,Fog,49.0,86.0,2.0,0.0,0.0,Night,0.28
2,2022-12-24 02:47:12,2022,12,Saturday,2,WI,Cottage Grove,Fair,-1.0,69.0,10.0,13.0,0.0,Night,0.28
2,2022-12-24 03:05:00,2022,12,Saturday,3,CA,Sonora,Fair,36.0,100.0,10.0,0.0,0.0,Night,0.092
2,2022-12-24 04:31:30,2022,12,Saturday,4,IN,Michigan City,Light Snow,5.0,78.0,0.75,20.0,0.0,Night,2.684
2,2022-12-24 05:28:19,2022,12,Saturday,5,MT,Ennis,Cloudy,29.0,82.0,10.0,18.0,0.0,Night,0.106
2,2022-12-24 05:57:17,2022,12,Saturday,5,CO,Kit Carson,Fair,8.0,53.0,10.0,8.0,0.0,Night,1.092
2,2022-12-24 06:45:30,2022,12,Saturday,6,MD,Brooklyn,,8.0,38.0,,,0.0,Night,0.368
4,2022-12-24 07:59:31,2022,12,Saturday,7,CO,Golden,Fair,32.0,64.0,10.0,6.0,0.0,Day,1.779
4,2022-12-24 07:59:31,2022,12,Saturday,7,CO,Golden,Fair,32.0,64.0,10.0,6.0,0.0,Day,1.543
2,2022-12-24 08:06:35,2022,12,Saturday,8,VA,Ashland,Fair,8.0,48.0,10.0,9.0,0.0,Day,1.185
2,2022-12-24 08:15:30,2022,12,Saturday,8,OH,Columbus,Light Snow,0.0,78.0,2.0,18.0,0.0,Day,2.516
2,2022-12-24 08:30:12,2022,12,Saturday,8,MD,Greenbelt,Fair,10.0,43.0,10.0,6.0,0.0,Day,0.041
2,2022-12-24 08:59:22,2022,12,Saturday,8,NY,Lake George,Cloudy,6.0,60.0,10.0,12.0,0.0,Day,1.51
2,2022-12-24 10:17:00,2022,12,Saturday,10,MN,Elk River,Fair,-2.0,66.0,10.0,17.0,0.0,Day,0.309
2,2022-12-24 11:11:00,2022,12,Saturday,11,TX,Houston,Fair,33.0,29.0,10.0,9.0,0.0,Day,0.416
2,2022-12-24 11:41:22,2022,12,Saturday,11,PA,Norristown,Fair,11.0,47.0,10.0,16.0,0.0,Day,0.055
2,2022-12-24 11:44:00,2022,12,Saturday,11,CA,Whittier,Fair,71.0,42.0,10.0,5.0,0.0,Day,1.251
2,2022-12-24 12:10:00,2022,12,Saturday,12,CA,El Monte,Fair,71.0,42.0,10.0,5.0,0.0,Day,0.031
2,2022-12-24 12:14:00,2022,12,Saturday,12,FL,Orlando,Fair,41.0,35.0,10.0,7.0,0.0,Day,0.311
2,2022-12-24 12:23:49,2022,12,Saturday,12,IL,Villa Park,Fair / Windy,10.0,64.0,10.0,21.0,0.0,Day,0.006
2,2022-12-24 12:29:23,2022,12,Saturday,12,OH,Akron,Haze,4.0,58.0,3.0,20.0,0.0,Day,0.08
2,2022-12-24 12:32:00,2022,12,Saturday,12,TX,Mesquite,Fair,32.0,30.0,10.0,0.0,0.0,Day,0.925
2,2022-12-24 12:48:41,2022,12,Saturday,12,IN,Lebanon,Haze,8.0,76.0,2.0,20.0,0.0,Day,0.296
2,2022-12-24 13:00:30,2022,12,Saturday,13,MI,Flint,Light Snow,11.0,81.0,1.0,16.0,0.0,Day,1.757
2,2022-12-24 14:10:44,2022,12,Saturday,14,SC,Clarks Hill,Fair,26.0,37.0,10.0,8.0,0.0,Day,0.5710000000000001
2,2022-12-24 15:06:37,2022,12,Saturday,15,IN,Indianapolis,Mostly Cloudy / Windy,14.0,64.0,10.0,25.0,0.0,Day,1.006
2,2022-12-24 15:51:32,2022,12,Saturday,15,VA,Dewitt,Fair,24.0,33.0,10.0,10.0,0.0,Day,0.211
2,2022-12-24 16:11:13,2022,12,Saturday,16,SC,Heath Springs,Fair,28.0,34.0,10.0,9.0,0.0,Day,0.048
2,2022-12-24 16:24:00,2022,12,Saturday,16,PA,Canton,Cloudy,10.0,58.0,10.0,16.0,0.0,Day,1.382
2,2022-12-24 16:57:34,2022,12,Saturday,16,VA,Gainesville,Fair,20.0,50.0,10.0,5.0,0.0,Night,0.035
2,2022-12-24 17:27:04,2022,12,Saturday,17,MN,Zumbrota,Fair / Windy,-2.0,78.0,10.0,23.0,0.0,Night,0.608
2,2022-12-24 18:44:00,2022,12,Saturday,18,CA,Dixon,Fair,48.0,100.0,10.0,0.0,0.0,Night,0.063
2,2022-12-24 19:34:45,2022,12,Saturday,19,TX,Dallas,Fair,29.0,43.0,10.0,0.0,0.0,Night,0.022
2,2022-12-24 19:55:22,2022,12,Saturday,19,SC,Denmark,Fair,25.0,50.0,10.0,6.0,0.0,Night,0.435
2,2022-12-24 20:26:30,2022,12,Saturday,20,NY,Bronx,Fair / Windy,15.0,41.0,10.0,22.0,0.0,Night,0.208
2,2022-12-24 21:28:00,2022,12,Saturday,21,FL,Pensacola,Fair,26.0,58.0,10.0,7.0,0.0,Night,0.023
2,2022-12-24 21:58:00,2022,12,Saturday,21,MI,Swartz Creek,Light Snow,15.0,74.0,5.0,16.0,0.0,Night,0.021
2,2022-12-24 22:15:32,2022,12,Saturday,22,VA,South Hill,Fair,24.0,53.0,10.0,6.0,0.0,Night,0.252
2,2022-12-24 22:24:23,2022,12,Saturday,22,OH,Kent,Cloudy,10.0,83.0,1.0,10.0,0.0,Night,0.295
2,2022-12-24 22:40:08,2022,12,Saturday,22,TX,Dallas,Fair,27.0,47.0,10.0,5.0,0.0,Night,0.37
2,2022-12-25 02:05:00,2022,12,Sunday,2,LA,Shreveport,Fair,25.0,53.0,10.0,3.0,0.0,Night,0.016
2,2022-12-25 02:35:48,2022,12,Sunday,2,MI,Detroit,Light Snow,15.0,84.0,1.0,12.0,0.01,Night,0.115
2,2022-12-25 06:16:41,2022,12,Sunday,6,NC,Raleigh,Fair,20.0,60.0,10.0,0.0,0.0,Night,0.077
2,2022-12-25 06:43:00,2022,12,Sunday,6,NC,Durham,,,,,,,Night,0.033
2,2022-12-25 07:13:00,2022,12,Sunday,7,CA,Los Banos,Fog,41.0,93.0,0.25,3.0,0.0,Night,0.921
2,2022-12-25 07:22:00,2022,12,Sunday,7,CA,Lemoore,Fog,39.0,96.0,0.0,0.0,0.0,Day,0.05
2,2022-12-25 07:27:00,2022,12,Sunday,7,CA,Los Angeles,Fair,57.0,47.0,10.0,0.0,0.0,Day,0.044
2,2022-12-25 08:46:00,2022,12,Sunday,8,GA,Suwanee,Fair,20.0,60.0,10.0,7.0,0.0,Day,0.092
2,2022-12-25 09:23:00,2022,12,Sunday,9,CA,Lebec,Fair,57.0,32.0,10.0,18.0,0.0,Day,1.103
4,2022-12-25 09:34:26,2022,12,Sunday,9,NY,Parish,Cloudy,15.0,61.0,10.0,16.0,0.0,Day,0.706
2,2022-12-25 09:51:11,2022,12,Sunday,9,ND,Hillsboro,Cloudy,-8.0,75.0,10.0,5.0,0.0,Day,0.562
2,2022-12-25 10:51:00,2022,12,Sunday,10,PA,Enola,Partly Cloudy,25.0,43.0,10.0,18.0,0.0,Day,0.081
2,2022-12-25 12:55:05,2022,12,Sunday,12,SC,Gaston,Fair,36.0,34.0,10.0,7.0,0.0,Day,0.096
2,2022-12-25 14:01:00,2022,12,Sunday,14,CA,Concord,Cloudy,47.0,90.0,3.0,6.0,0.0,Day,0.032
2,2022-12-25 14:03:04,2022,12,Sunday,14,VA,Sterling,Fair,33.0,37.0,10.0,5.0,0.0,Day,0.033
2,2022-12-25 15:27:06,2022,12,Sunday,15,MI,Plymouth,Blowing Snow,15.0,74.0,10.0,16.0,0.0,Day,0.054
4,2022-12-25 16:03:57,2022,12,Sunday,16,AR,Oden,Fair,45.0,18.0,10.0,3.0,0.0,,0.493
2,2022-12-25 16:30:00,2022,12,Sunday,16,NY,Pine Plains,Fair,25.0,45.0,10.0,8.0,0.0,Night,0.115
2,2022-12-25 18:18:09,2022,12,Sunday,18,AZ,Scottsdale,Fair,67.0,27.0,10.0,0.0,0.0,Night,0.03
2,2022-12-25 18:22:00,2022,12,Sunday,18,CA,Janesville,Fair,39.0,75.0,10.0,0.0,0.0,Night,0.05
2,2022-12-25 18:41:00,2022,12,Sunday,18,CA,Santa Maria,Fair,55.0,77.0,10.0,3.0,0.0,Night,0.599
2,2022-12-25 18:42:00,2022,12,Sunday,18,CA,San Bernardino,Fair,64.0,30.0,10.0,3.0,0.0,Night,0.076
2,2022-12-25 19:43:00,2022,12,Sunday,19,PA,Philadelphia,Fair,22.0,72.0,10.0,6.0,0.0,Night,0.87
2,2022-12-25 19:56:00,2022,12,Sunday,19,CA,Oakland,Mostly Cloudy,52.0,83.0,7.0,9.0,0.0,Night,0.077
2,2022-12-25 21:44:27,2022,12,Sunday,21,WV,Martinsburg,Fair,21.0,53.0,10.0,3.0,0.0,Night,0.13
2,2022-12-25 22:09:23,2022,12,Sunday,22,OH,Reynoldsburg,Fair,10.0,73.0,10.0,5.0,0.0,Night,0.055
2,2022-12-25 22:21:00,2022,12,Sunday,22,CA,Pomona,Fair,64.0,40.0,10.0,0.0,,Night,0.879
2,2022-12-25 22:30:00,2022,12,Sunday,22,CA,Sacramento,Fog,45.0,100.0,0.25,0.0,0.0,Night,0.048
2,2022-12-25 23:58:00,2022,12,Sunday,23,UT,Meadow,,,,,,,Night,0.8009999999999999
2,2022-12-26 01:01:48,2022,12,Monday,1,MD,Baltimore,,,,,,,Night,0.109
2,2022-12-26 02:26:00,2022,12,Monday,2,IN,Indianapolis,,,,,,,Night,0.57
2,2022-12-26 03:07:40,2022,12,Monday,3,UT,Salt Lake City,Mostly Cloudy,35.0,89.0,3.0,3.0,0.0,Night,0.298
2,2022-12-26 05:15:00,2022,12,Monday,5,NY,Jamaica,Fair,19.0,54.0,10.0,16.0,0.0,Night,0.6629999999999999
2,2022-12-26 06:20:00,2022,12,Monday,6,CA,Bakersfield,Fog,36.0,97.0,0.0,0.0,0.0,Night,1.005
2,2022-12-26 07:26:30,2022,12,Monday,7,FL,Kissimmee,Cloudy,40.0,49.0,10.0,3.0,0.0,Day,0.411
2,2022-12-26 07:51:48,2022,12,Monday,7,MO,Springfield,Fair,33.0,64.0,10.0,12.0,0.0,Day,0.16
2,2022-12-26 10:04:23,2022,12,Monday,10,OH,Cincinnati,Light Snow,18.0,71.0,3.0,7.0,0.0,Day,0.84
2,2022-12-26 10:25:16,2022,12,Monday,10,AR,Little Rock,Cloudy,38.0,44.0,10.0,10.0,0.0,Day,0.821
2,2022-12-26 10:29:00,2022,12,Monday,10,CA,Los Angeles,Fair,76.0,25.0,10.0,3.0,0.0,Day,0.701
2,2022-12-26 10:42:05,2022,12,Monday,10,WY,Cheyenne,Fair,45.0,53.0,10.0,13.0,0.0,Day,0.324
2,2022-12-26 11:07:00,2022,12,Monday,11,LA,Baton Rouge,Fair,47.0,34.0,10.0,3.0,0.0,Day,0.026
2,2022-12-26 11:32:42,2022,12,Monday,11,FL,Miami,Cloudy,53.0,86.0,10.0,6.0,0.01,Day,0.127
2,2022-12-26 11:41:57,2022,12,Monday,11,SC,Blackstock,Fair,36.0,33.0,10.0,0.0,0.0,Day,0.918
2,2022-12-26 12:00:00,2022,12,Monday,12,CA,Doyle,Fair,46.0,62.0,10.0,3.0,0.0,Day,0.008
2,2022-12-26 12:21:00,2022,12,Monday,12,TN,Cleveland,Cloudy,28.0,53.0,10.0,0.0,0.0,Day,7.5539999999999985
2,2022-12-26 12:42:32,2022,12,Monday,12,SC,Richburg,Fair,39.0,26.0,10.0,6.0,0.0,Day,3.253
2,2022-12-26 12:59:00,2022,12,Monday,12,CA,Glendora,Fair,73.0,29.0,10.0,0.0,,Day,1.196
2,2022-12-26 13:36:00,2022,12,Monday,13,CA,Sacramento,Cloudy,48.0,83.0,3.0,6.0,0.0,Day,0.074
2,2022-12-26 13:42:00,2022,12,Monday,13,SC,Columbia,Partly Cloudy,43.0,28.0,10.0,5.0,0.0,Day,0.903
2,2022-12-26 14:36:30,2022,12,Monday,14,CA,Bakersfield,Haze,50.0,74.0,2.0,5.0,0.0,Day,3.342
2,2022-12-26 14:45:49,2022,12,Monday,14,MO,Springfield,Cloudy,22.0,68.0,10.0,18.0,0.0,Day,0.005
2,2022-12-26 14:50:23,2022,12,Monday,14,AL,Brownsboro,Light Snow,29.0,86.0,7.0,8.0,0.0,Day,0.111
2,2022-12-26 15:04:58,2022,12,Monday,15,CT,Stratford,Fair,29.0,49.0,10.0,9.0,0.0,Day,2.378
2,2022-12-26 15:18:01,2022,12,Monday,15,CT,Newtown,Fair,27.0,51.0,10.0,6.0,0.0,Day,3.168
2,2022-12-26 15:19:00,2022,12,Monday,15,NC,Hendersonville,,,,,,,Day,0.138
2,2022-12-26 15:22:00,2022,12,Monday,15,FL,Orlando,Cloudy,54.0,37.0,10.0,7.0,0.0,Day,0.489
2,2022-12-26 15:32:42,2022,12,Monday,15,MD,Gaithersburg,Fair,30.0,45.0,10.0,3.0,0.0,Day,1.149
2,2022-12-26 15:51:10,2022,12,Monday,15,AL,Dothan,Fair,48.0,24.0,10.0,5.0,0.0,Day,0.047
2,2022-12-26 15:52:08,2022,12,Monday,15,WI,Appleton,Partly Cloudy,16.0,62.0,10.0,5.0,0.0,Day,0.234
4,2022-12-26 16:54:00,2022,12,Monday,16,TX,Del Valle,Fair,61.0,23.0,10.0,6.0,0.0,Day,1.148
2,2022-12-26 16:59:00,2022,12,Monday,16,CA,Compton,Fair,73.0,30.0,8.0,0.0,0.0,Night,0.03
2,2022-12-26 17:08:00,2022,12,Monday,17,FL,Flagler Beach,Mostly Cloudy,48.0,50.0,10.0,5.0,,Day,5.631
2,2022-12-26 17:18:00,2022,12,Monday,17,CA,Altadena,,,,,,,Night,0.098
2,2022-12-26 17:26:00,2022,12,Monday,17,NY,Tillson,Cloudy,27.0,51.0,10.0,0.0,0.0,Night,2.31
2,2022-12-26 17:33:00,2022,12,Monday,17,CA,Soledad,Mostly Cloudy,57.0,87.0,9.0,6.0,0.0,Night,0.114
2,2022-12-26 17:36:00,2022,12,Monday,17,CA,Riverside,Fair,68.0,39.0,10.0,0.0,0.0,Night,3.358
2,2022-12-26 17:48:00,2022,12,Monday,17,TX,Pflugerville,Fair,57.0,23.0,10.0,6.0,0.0,Night,0.043
2,2022-12-26 18:02:00,2022,12,Monday,18,TX,Del Valle,Fair,49.0,39.0,10.0,3.0,0.0,Night,0.108
2,2022-12-26 18:09:23,2022,12,Monday,18,OH,Logan,Cloudy,21.0,88.0,5.0,3.0,0.0,Night,0.659
2,2022-12-26 19:28:30,2022,12,Monday,19,PA,Greeley,Cloudy,19.0,68.0,10.0,5.0,0.0,Night,0.133
2,2022-12-26 19:40:00,2022,12,Monday,19,CT,Wallingford,Cloudy,28.0,45.0,10.0,5.0,0.0,Night,1.523
2,2022-12-26 19:47:22,2022,12,Monday,19,FL,Miami,Light Rain,54.0,93.0,10.0,7.0,0.03,Night,0.166
2,2022-12-26 19:49:41,2022,12,Monday,19,IN,Brookston,Cloudy,21.0,93.0,4.0,6.0,0.0,Night,1.132
2,2022-12-26 21:39:00,2022,12,Monday,21,VA,North Dinwiddie,,,,,,,Night,0.068
2,2022-12-26 22:52:30,2022,12,Monday,22,CA,Santa Monica,Fair,57.0,74.0,10.0,3.0,0.0,Night,0.515
2,2022-12-26 23:08:00,2022,12,Monday,23,CA,Carmichael,Mostly Cloudy,54.0,94.0,5.0,15.0,0.0,Night,0.0069999999999999
